symbol,name,marketcapital,pettm
HEUV,iShares Edge MSCI Min Vol Europe Currency Hedged ETF,2524000.0,
GLBY,WisdomTree Yield Enhanced Global Aggregate Bond Fund,2519600.0,
PBSM,Invesco PureBeta MSCI USA Small Cap ETF,2518900.0,
CNSF,iShares Edge MSCI Multifactor Consumer Staples ETF,2512000.0,
GDXS,ProShares UltraShort Gold Miners ETF,2510900.0,
PPTB,PortfolioPlus Total Bond Markets ETF,2508500.0,
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,2503900.0,
RGRO,RevenueShares Global Growth Fund ETF,2499000.0,
XLSY,Cushing Energy Supply Chain & MLP ETF,2495000.0,
XLEY,Cushing Energy & MLP ETF,2492200.0,
ISEM,Invesco Strategic Emerging Markets ETF,2490500.0,
ERSX,ERShares Non-US Small Cap ETF,2468100.0,
PRID,InsightShares LGBT Employment Equality ETF,2454000.0,
EZR,欧洲复苏基金-WisdomTree,2446100.0,
DEMG,Xtrackers FTSE Emerging Comprehensive Factor ETF,2444500.0,
PBTP,Invesco PureBeta 0-5 Yr US TIPS ETF,2444500.0,
XLUY,Cushing Utility & MLP ETF,2428900.0,
XLTY,Cushing Transportation & MLP ETF,2427500.0,
IDMO,Invesco S&P International Developed Momentum ETF,2414600.0,
COWL,DIREXION SHS ETF TR,2400000.0,
DBSE,Xtrackers MSCI Southern Europe Hedged Equity ETF,2396000.0,
DBIT,Xtrackers MSCI Italy Hedged Equity ETF,2395000.0,
TFLT,Global X TargetIncome Plus 2 ETF,2393400.0,
REDV,Oppenheimer Emerging Markets Ultra Dividend Revenue ETF,2393100.0,
PASS,Direxion Daily Consumer Discretionary Bear 3X Shares,2385100.0,
TFIV,Global X TargetIncome 5 ETF,2375300.0,
GOP,Republican Policies Fund,2373700.0,
HDEE,Xtrackers MSCI Emerging Markets High Dividend Yield Hedged Equity ETF,2359000.0,
UBC,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Livestock ETN,2358200.0,
XKE,Lehman ABS Corporation Corporate-Backed Trust Certificates: 7.75% Toys-R-Us Debenture Backed Series 2001-31,2356200.0,
WANT,Direxion Daily Consumer Discretionary Bull 3X Shares,2349600.0,
MUTE,Direxion Daily Communication Services Index Bear 3X Shares,2348000.0,
CNHX,CSOP MSCI China A International Hedged ETF,2338800.0,
WUSA,WisdomTree U.S. Domestic Economy Fund,2331800.0,
FKO,First Trust South Korea AlphaDEX Fund,2330000.0,
UTRN,Vesper US Large Cap Short-Term Reversal Strategy ETF,2327000.0,
PBEE,Invesco PureBeta FTSE Emerging Markets ETF,2326500.0,
SCIX,Global X Scientific Beta Asia ex-Japan ETF,2323900.0,26.76
KFYP,KraneShares CICC China Leaders 100 Index ETF,2315000.0,
EEMD,AAM S&P Emerging Markets High Dividend Value ETF,2313100.0,
RETS,DIREXION SHS ETF TR,2310000.0,
OLEM,iPath Pure Beta Crude Oil ETN,2301100.0,
RIDV,Oppenheimer International Ultra Dividend Revenue ETF,2300700.0,
EMVX,GLOBAL X FDS,2300000.0,
VXAA,UBS AG LONDON BRH,2300000.0,
CHIE,中国能源指数ETF-Global X,2298000.0,
CHIM,中国原材料指数ETF-Global X,2297600.0,
FTXR,First Trust Nasdaq Transportation ETF,2297000.0,
PBDM,Invesco PureBeta FTSE Developed ex-North America ETF,2288000.0,
CSHB,Community Shores Bank,2275400.0,0.62
ISDX,Invesco Strategic Developed ex-US ETF,2275000.0,
IUS,Invesco Strategic US ETF,2265000.0,
KALL,KraneShares MSCI All China Index ETF,2264700.0,
ISDS,Invesco Strategic Developed ex-US Small Company ETF,2255000.0,
GLU-A,The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares,2251500.0,
FLSW,Franklin FTSE Switzerland ETF,2251000.0,
ARGS,Argos疗法,2246400.0,
EMGX,GLOBAL X FDS,2240000.0,
EAC,Erickson Air-Crane,2237200.0,0.08
FES,FORBES ENERGY SVCS LTD,2221500.0,
FLFR,Franklin FTSE France ETF,2219800.0,
UTLZ,Direxion Daily Utilities Bear 1X Shares,2182200.0,
BARN,Farming ETF-Global X,2180000.0,
URR,Market Vectors Double Long Euro ETN,2163900.0,
TAXR,U.S. Tax Reform Fund,2158000.0,
PILS,Direxion Daily Pharmaceutical &amp; Medical Bear 2X Shares,2157500.0,
BSWN,VIX黑天鹅尾部风险-VelocityShares,2139000.0,
IPCI,Intellipharmaceutics International Inc.,2138700.0,
IUSS,Invesco Strategic US Small Company ETF,2137000.0,
FPP,FieldPoint Petroleum Corporation,2133800.0,1.18
WEAR,Exchange Listed Funds Trust ETF The WEAR ETF,2132000.0,
DRWI,DragonWave Inc,2126200.0,
AUGR,Defiance Future Tech ETF,2124300.0,
TWON,INDEXIQ ETF TR,2120000.0,
UK,Recon Capital Series Trust Recon Capital FTSE 100 ETF,2120000.0,
DEMS,Democratic Policies Fund,2111400.0,
RTG,RTG,2110000.0,1.56
CHNA,Loncar China BioPharma ETF,2101000.0,
WGA,WELLS GARDNER ELECTRS CORP,2096800.0,
BUY,USCF SummerHaven SHPEI Index Fund,2068100.0,
NEED,Direxion Daily Consumer Staples Bull 3X Shares,2065800.0,
CHII,中国工业指数ETF-Global X,2058000.0,
RHE,"Regional Health Properties, Inc.",2053900.0,
CMRO,科马尔克科技,2050160.0,
INR,印度卢比ETN-Market Vectors,2045000.0,
GLBR,福汇全球经纪,2033400.0,
LDSF,First Trust Low Duration Strategic Focus ETF,2024100.0,
DBUK,Xtrackers MSCI United Kingdom Hedged Equity ETF,2021700.0,
RITT,RIT科技,2020400.0,
NACP,Impact Shares Trust I Impact Shares NAACP Minority Empowerment ETF,2017400.0,
CVO,森维欧,2016800.0,
FTW,First Trust Taiwan AlphaDex Fund,1984100.0,
SFLA,iPath Long Extended S&P 500 TR Index ETN,1981600.0,
IPOS,国际新股ETF-Renaissance,1974000.0,
UBN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Energy ETN,1962400.0,
GRMY,Xtrackers Germany Equity ETF,1958200.0,
MLPS,Alerian MLP Infrastructure做空,1955200.0,
ERO,Barclays PLC iPath EUR/USD Exchange Rate ETN,1941700.0,
BCNA,Reality Shares,1935800.0,
TROVU,"TrovaGene, Inc. - Unit",1932000.0,
SDGA,Impact Shares Sustainable Development Goals Global Equity ETF,1925800.0,
SIZ,AGFiQ U.S. Market Neutral Size Fund,1923200.0,
PRME,全球黄金地段房地产ETF-First Trust Heitman,1922000.0,
BPTH,"Bio-Path Holdings, Inc.",1916400.0,
INBP,INBP,1899450.0,
WOMN,Impact Shares Trust I ETF Impact Shares YWCA Women's Empowerment ETF,1886200.0,
CYCCP,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",1877500.0,
AMIN,American International Industr,1863120.0,
DDG,ProShares Short Oil & Gas,1842000.0,
COSI,克西,1829500.0,
EMSA,iPath Short Enh MSCI Emerg Mkts ETN,1795500.0,
FPXE,First Trust IPOX Europe Equity Opportunities ETF,1766000.0,
UBM,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes E-TRACS UBS Bloomberg CMCI Industrial ETN,1754000.0,51.43
TENX,Tenax疗法,1743900.0,
ORXE,Ore Pharmaceutical Holdings,1732600.0,
NAV-D,纳维斯塔国,1714100.0,
KRS,ProShares Short S&#38;P Regional Banking,1702000.0,
MENU,USCF Restaurant Leaders Fund,1695000.0,
AMTY,美国轮胎公司,1678000.0,
FAZZ,Direxion Daily Financial Bear 1X Shares,1674000.0,
EUFS,Direxion Funds ETF,1659000.0,
FISN,GLOBAL X FDS,1650000.0,
SCC,ProShares UltraShort Consumer Services,1640200.0,
ARVR,Tactile Analytics ETF,1610500.0,
ACTX,股东积极行动ETF-Global X,1588500.0,
WDRW,Direxion Daily Regional Banks Bear 3X Shares,1587600.0,
CHIS,Global X Funds Global X MSCI China Consumer Staples ETF,1581800.0,
GURI,国际股神ETF-Global X,1580000.0,
USAG,美国农产品基金,1568000.0,
EBIZ,Global X E-commerce ETF,1568000.0,
CHIR,Global X Funds Global X MSCI China Real Estate ETF,1564000.0,
TAGS,Teucrium Agricultural Fund ETV,1562400.0,
HEWI,意大利ETF汇率对冲-iShares,1548700.0,
CHIU,Global X Funds Global X MSCI China Utilities ETF,1546400.0,
CHIK,Global X Funds Global X MSCI China Information Technology ETF,1540700.0,
HEUS,欧洲小盘股ETF汇率对冲-iShares,1538000.0,
VHUB,Vapor Hub,1525300.0,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,1522500.0,
CHIH,Global X Funds Global X MSCI China Health Care ETF,1509900.0,
CEHD,中国电子控股公司,1509750.0,
FXJP,PowerShares Japan Currency Hedged Low Volatility Portfolio,1500000.0,
USOD,United States 3x Short Oil Fund,1497300.0,
GHE,Exchange Traded Concepts Trust,1492500.0,
FAUS,First Trust Australia AlphaDex fund,1486500.0,
OVLC,Invesco U.S. Large Cap Optimized Volatility ETF,1485300.0,
OPD,Guggenheim Large Cap Optimized Diversification ETF,1478500.0,
ALDA,Aldila,1475400.0,
DULL,Direxion Funds ETF,1461500.0,
FXEP,PowerShares Developed EuroPacific Currency Hedged Low Volatility Portfolio,1455700.0,
FINQ,金融科技ETF-Purefunds,1447500.0,
USSD,WisdomTree Strong Dollar U.S. Equity Fund,1430000.0,
DXJT,WISDOMTREE TR,1418500.0,
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares,1418000.0,
HHYX,国际高收益债ETF汇率对冲-iShares,1408400.0,
USWD,WisdomTree Weak Dollar U.S. Equity Fund,1403500.0,
BRIS,DIREXION SHS ETF TR,1400000.0,
CLAW,Direxion Daily Homebuilders &#38; Supplies Bear 3X Shares,1385000.0,
GMAN,Gordmans商店,1380000.0,
SPXV,ProShares S&P 500 Ex-Health Care ETF,1375200.0,
SPXN,ProShares S&P 500 Ex-Financials ETF,1368200.0,
EMLB,iPath Long Enhanced MSCI Emerging Markets Index ETN,1334700.0,
SPMV,Invesco S&P 500 Minimum Variance ETF,1323000.0,
USMR,Horizons USA Managed Risk ETF,1305000.0,
HKK,INDEXIQ ETF TR,1300000.0,
GMFL,Invesco Multi-Factor Large Cap ETF,1290000.0,
LABS,Direxion Daily S&#38;P Biotech Bear 1X Shares,1277000.0,
WSTE,GLOBAL X FDS,1270000.0,
MAUI,Market Adaptive Unconstrained Income ETF-AdvisorShares,1231300.0,
MATS,DIREXION SHS ETF TR,1230000.0,
DIRT,iPath Pure Beta Agriculture ETN,1221200.0,
TPS,ProShares UltraShort TIPS,1215000.0,9.82
WSTM,Workstream,1195600.0,
DYY,"DB Commodity Double Long ETN due April 1, 2038",1183400.0,
HONR,InsightShares Patriotic Employers ETF,1161200.0,
HAUD,澳大利亚ETF汇率对冲-iShares,1156400.0,
FINZ,ProShares UltraPro Short Financial Select Sector,1142600.0,
HAKD,Direxion Daily Cyber Security Bear 2X Shares,1139000.0,
PEXL,Pacer US Export Leaders ETF,1129800.0,
RTLA,iPath Long Extended Russell 2000 TR Index ETN,1128400.0,
VESH,Virtus Enhanced Short U.S. Equity ETF,1123100.0,
BDD,"DB Base Metals Double Long Exchange Traded Notes due June 1, 2038",1116300.0,
CHEP,AGFiQ U.S. Market Neutral Value Fund,1100700.0,
COWS,DIREXION SHS ETF TR,1090000.0,
FUE,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index - Total Return Structured ,1075300.0,
ROLA,iPath Long Extended Russell 1000 TR Index ETN,1062300.0,
ERYY,Direxion Daily Energy Bear 1X Shares,1061500.0,
NINI,镍ETN-iPath Pure Beta,1041900.0,
CUPM,iPath Pure Beta Copper ETN,1030500.0,2450.0
ROSA,BARCLAYS BK PLC,1030000.0,
EMBU,Direxion Funds Direxion Daily Emerging Markets Bond Bull 3X Shares,1029500.0,
EURZ,Xtrackers Eurozone Equity ETF,1024000.0,
VIIZ,VIX中期做多-VelocityShares,1021700.0,
CSKI,天一药业,1020000.0,0.07
SICK,Direxion Daily Healthcare Bear 3X Shares,1017000.0,
CRN,康奈尔,1014300.0,
DEER,德尔集团,1007760.0,0.03
CSCR,"Credit Suisse X-Links Commodity Rotation ETNs due June 15, 2033",1006400.0,
EKAR,Innovation Shares NextGen Vehicles & Technology ETF,1005200.0,
SZO,"DB Crude Oil Short ETN due June 1, 2038",990600.0,
AMLX,Amplify YieldShares Oil Hedged MLP Income ETF,988000.0,
SBM,Short Basic Materials,966800.0,
FTXG,First Trust Nasdaq Food & Beverage ETF,959000.0,
BUYN,USCF SummerHaven SHPEN Index Fund,951000.0,
LTL,ProShares Ultra Telecommunications ProShares,922800.0,
UOP,ProShares Ultra Oil &#38; Gas Exploration &#38; Production,920800.0,
RNVA,"Rennova Health, Inc.",918700.0,
RPUT,WisdomTree CBOE Russell 2000 PutWrite Strategy Fund,918100.0,
AERG,Applied Energetics,917850.0,
TECZ,Direxion Daily Technology Bear 1X Shares,915000.0,
DBMX,Xtrackers MSCI Mexico Hedged Equity ETF,894800.0,718.0
LSTK,iPath Pure Beta Livestock ETN,880700.0,
EQ,EQ,872150.0,
AYT,亚洲8国货币ETN-iPath,865700.0,
DELTW,Delta Technology Holdings Limited - Warrant,861030.0,0.41
HEWW,墨西哥ETF汇率对冲-iShares,858400.0,
SOP,ProShares UltraShort Oil &#38; Gas Exploration &#38; Production,829500.0,
WEXP,WisdomTree U.S. Export and Multinational Fund,822200.0,
NTII,Neurobiological Technologies,810570.0,0.04
CTNN,iPath Pure Beta Cotton ETN,801900.0,
CCGM,联游网络,801560.0,
SMK,墨西哥2X做空-ProShares,799100.0,
WEET,iPath Pure Beta Grains ETN,792600.0,
HEVY,iPath Pure Beta Industrial Metals ETN,762900.0,
ONG,iPath Pure Beta Energy ETN,756100.0,
SBV,iPath Pure Beta Broad Commodity ETN,735200.0,
AUMAW,AR Capital Acquisition Corp. - Warrants,729170.1,
ICI,iPath iPath Optimized Currency Carry ETN,727200.0,26.41
TXIC,同心国际,726400.0,
TELOZ,TEL Offshore信托,712650.0,0.94
LEDD,iPath Pure Beta Lead ETN,706800.0,
MPS,MPS,704620.0,
PFED,Park Bancorp,680010.0,
DPU,"DB Commodity Long ETN due April 1, 2038",677600.0,
AGF,"DB Agriculture Long ETN due April 1, 2038",674500.0,
UAHC,联美保险,660840.0,
RMG,RMG,645970.0,
SQZZ,ACTIVE ALTS CONTRARIAN ETF,641200.0,
MEXS,GLOBAL X FDS,641000.0,
VSL,Volshares Large Cap ETF,629700.0,
KMI.V,KINDER MORGAN INC DEL,619320.0,
GRWN,iPath Pure Beta Softs ETN,611400.0,
BOM,"DB Base Metals Double Short Exchange Traded Notes due June 1, 2038",602700.0,
SGNL,"Signal Genetics, Inc.",589883.4,
SGAR,iPath Pure Beta Sugar ETN,585000.0,
AMBOY,安博教育,580050.0,
STH,STH,573380.0,
BOS,"DB Base Metals Short Exchange Traded Notes due June 1, 2038",573100.0,
DCNG,季节天然气-iPath,564300.0,
IVOP,VIX做空-iPath,545000.0,
BLNG,iPath Pure Beta Precious Metal ETN,523000.0,
FWLAF,FlatWorld Acquisition,516420.0,
LD,铅ETN-iPath,508900.0,
IFSB,独立联邦储蓄银行,481120.0,
CNLG,Conolog科技,432360.0,
RLM,Realm Therapeutics plc,428900.0,
FOIL,iPath Pure  Beta Aluminum ETN,406200.0,14.22
XXV,VIX做空-iPath,406200.0,
JEM,新兴市场货币ETN-iPath,372500.0,
PGD,iPath Asian and Gulf Currency Revaluation ETN Revaluation ETN,363700.0,
ZSTN,神阳科技,345300.0,0.01
DDP,"DB Commodity Short ETN due April 1, 2038",340500.0,
CTBK,城市银行,315260.0,
DEAR,迪尔本银行,307320.0,
MGS,瓦斯,293430.0,
PRVT,PRVT,277780.0,
PARD,Poniard Pharmaceuticals,269820.0,
BCK,BlackRock California Insured M,264840.0,
ADZ,"DB Agriculture Short ETN due April 1, 2038",255300.0,
AGA,"DB Agriculture Double Short ETN due April 1, 2038",244600.0,82.05
JYN,BARCLAYS BANK PLC iPath JPY/USD Exchange Rate ETN,244000.0,
DEE,"DB Commodity Double Short ETN due April 1, 2038",214500.0,
LOGC,逻辑器件,209720.0,
YUII,山东昱合,202490.0,
WSCC,Waterside Capital,172440.0,
AOBI,东方生物,144000.0,
WGNR,魏格纳通讯,131470.0,
PCGR,PC Group Inc,78480.0,
AMTCP,AMTCP,40750.0,
AMTC,Ameritrans资本,33950.0,
GBSN,"Great Basin Scientific, Inc.",30945.99,
AHII,Animal Health International,9980.0,
HBM+,Hudbay Minerals Inc. Warrants Expiring 07/20/2018 (Canada),9000.0,
SGS,STREAM GLOBAL SVCS INC,3260.0,
ABCDF,ABCDF,1.0,1.0
ABII,阿布拉西斯生物,1.0,
ABNJ,ABNJ,1.0,1.0
ACF,美国信贷,1.0,1.0
AIPC,American Italian Pasta,1.0,
BDK,BDK,1.0,1.0
BJS,BJ服务,1.0,
BSMD,BioSphere Medical,1.0,1.0
CABLW,CABLW,1.0,1.0
CACAW,CACAW,1.0,1.0
CAMD,加利福尼亚微设备公司,1.0,1.0
CATT,CATT,1.0,
CHIC,CHIC,1.0,1.0
CHRD,Chordiant Software ,1.0,1.0
CHTT,CHTT,1.0,1.0
COINW,COINW,1.0,1.0
CRGN,CRGN,1.0,1.0
CYBS,电子资源,1.0,1.0
EFJI,Ef Johnson Technologies,1.0,
EVVV,ev3,1.0,1.0
FCSX,FCSX,1.0,1.0
FREEW,FREEW,1.0,1.0
GETI,GETI,1.0,1.0
GFNCW,GFNCW,1.0,1.0
GFSI,GFSI,1.0,1.0
GTCBD,GTCBD,1.0,1.0
HRSH,豪华线,1.0,1.0
HTRN,健康电子,1.0,1.0
HTV,HTV,1.0,1.0
HYP,HYP,1.0,1.0
ICOPW,ICOPW,1.0,1.0
ICXT,ICx技术,1.0,1.0
IIIIW,IIIIW,1.0,1.0
ITWO,ITWO,1.0,1.0
IUSA,Info Group,1.0,
JAVA,太阳微系统,1.0,1.0
KTII,K-Tron International,1.0,1.0
LSBX,LSB,1.0,
MDNU,Medical Nutrition USA,1.0,1.0
MEND,Micrus Endovascular,1.0,1.0
MGB,Morgan Stanley Global Opportun,1.0,1.0
MSCS,MSCS,1.0,1.0
NADX,National Dentex,1.0,1.0
NRGP,英那控股,1.0,
NYM,NY魔力保险,1.0,
ODSY,奥德赛医疗,1.0,1.0
OMNI,OMNI能源服务,1.0,
ORCD,Orchard Enterprises,1.0,1.0
OSTE,Osteotech,1.0,
PCZ,PCZ,1.0,1.0
PIF,良机基金,1.0,1.0
PRIMW,PRIMW,1.0,1.0
RCNI,RCN,1.0,1.0
RLF,RLF,1.0,1.0
RUBO,Rubio's Restaurants,1.0,
SBP,SBP,1.0,1.0
SHIPW,Seanergy Maritime Holdings Corp - Class A Warrants,1.0,1.0
SLRY,Salary com ,1.0,1.0
SMCGW,SMCGW,1.0,1.0
SNEN,中能控股,1.0,1.0
SNWL,SonicWALL,1.0,1.0
SWSI,Superior Well Services,1.0,1.0
TRBN,Trubion Pharmaceuticals,1.0,
TSFG,South Financial ,1.0,
TTIL,TTI Team Telecom International,1.0,1.0
TXICW,TXICW,1.0,
UNCA,Unica软件,1.0,
VRAD,Virtual Radiologic,1.0,1.0
VTIV,inVentiv Health,1.0,
WMZ,Williams Pipeline Partners,1.0,1.0
WSII,Waste Services,1.0,1.0
ZGEN,Zymogenetics,1.0,
ZILA,ZILA,1.0,1.0
ZILG,Zilog,1.0,
ZRBA,Zareba Systems,1.0,1.0
BELM,贝尔,1.0,
LGL.R,LGL.R,0.0,
EYEGW,"Eyegate Pharmaceuticals, Inc. - Warrants",0.0,
NSPR+,"InspireMD, Inc. Warrant",0.0,
C:TRIN,NYSE SHORT TERM TRADE INDEX,0.0,
C:TRINQ,NASDAQ SHORT TERM TRADE INDEX,0.0,
GGZ.R,GGZ.R,0.0,
WHLRW,"Wheeler Real Estate Investment Trust, Inc. - Warrants",0.0,
HUNTW,Hunter Maritime Acquisition Corp. - Warrant,0.0,
SNOAW,"Sonoma Pharmaceuticals, Inc. - Warrants",0.0,
ESTRW,"Estre Ambiental, Inc.",0.0,
IRL.R,IRL.R,0.0,
RBZAW,Reebonz Holding Limited,0.0,
TWLVR,Twelve Seas Investment,0.0,
ADILW,Adial Pharmaceuticals,0.0,
IMRNW,Immuron Limited - Warrants,0.0,
TDACW,Trident Acquisitions Corp,0.0,
KBLMW,KBL Merger Corp. IV - Warrant,0.0,
CMSSW,CM Seven Star Acquisition Corporation,0.0,
TWLVW,Twelve Seas Investment,0.0,
CNACR,Constellation Alpha Capital Corp. - Right,0.0,
IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.0,
SAMAW,Schultze Special Purpose Acquisition Corp.,0.0,
LTN+,Union Acquisition Corp. Warrant,0.0,
RIF.R,RIF.R,0.0,
TMCXW,Trinity Merger Corp.,0.0,
USWSW,"U.S. Well Services, Inc.",0.0,
FTACW,FinTech Acquisition Corp.,0.0,
FPAYW,"FlexShopper, Inc.",0.0,
BRACW,Black Ridge Acquisition Corp. - Warrant,0.0,
LGC+,"Legacy Acquisition Corp. Warrants, exercisable for one-half of one share of Class A  for $5.75 per half share, or $11.50 per who",0.0,
NDRAW,ENDRA Life Sciences Inc. - Warrants,0.0,
CLRBZ,"Cellectar Biosciences, Inc. - Series A Warrants",0.0,
GIG+,"GigCapital, Inc. Warrants, each whole Warrant exercisable for one share of  at an exercise price of $11.50 per share",0.0,
SPAQ+,"Spartan Energy Acquisition Corp Warrants, each whole warrant exercisable for one Class A  at an exercise price of $11.50 per sha",0.0,
LHC+,"Leo Holdings Corp. Warrants, each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50",0.0,
ALGRR,Allegro Merger Corp.,0.0,
ALGRW,Allegro Merger Corp.,0.0,
WINRW,SIMPLICITY ESPORTS AND GAMING COMPY,0.0,
BRPAW,Big Rock Partners Acquisition Corp.,0.0,
WRLSW,Pensare Acquisition Corp. - Warrant,0.0,
AMRWW,"Alta Mesa Resources, Inc. Warrant",0.0,
LFACW,LF Capital Acquistion Corp,0.0,
SGLBW,"Sigma Labs, Inc. - Warrant",0.0,
NFC+,New Frontier Corporation,0.0,
RIV.R,RIV.R,0.0,
TRC.RT,Tejon Ranch Co.,0.0,
TBLTW,"ToughBuilt Industries, Inc.",0.0,
CHSP-AL,CHSP-AL,0.0,
TRC.R,TRC.R,0.0,
MMDMU,Modern Media Acquisition Corp. - Unit,0.0,
STNLW,SENTINEL ENERGY SVCS INC DEL,0.0,
SRTSW,"Sensus Healthcare, Inc. - Warrant",0.0,
TWNKW,"Hostess Brands, Inc. - Warrants",0.0,
PRTHW,PRIORITY TECHNOLOGY HOLDINGS INC,0.0,
LINDW,Lindblad Expeditions Holdings Inc.  - Warrant,0.0,
WRLSU,Pensare Acquisition Corp. - Unit,0.0,
TGNA*,TEGNA Inc.,0.0,
TDW+A,"Tidewater Inc. Series A Warrants to purchase shares of  (expiring July 31, 2023)",0.0,
NXTDW,NXT-ID Inc. - Warrant,0.0,
KTOVW,Kitov Pharma Ltd. Warrants,0.0,
VNO*,VORNADO REALTY TRUST,0.0,
HCCHR,HL Acquisitions Corp,0.0,
ARU.L,ARU.L,0.0,
IPOA.UN,"Social Capital Hedosophia Holdings Corp. Units, each consisting of one Class A Ordinary Share and one-third of one warrant",0.0,
OFC-LL,OFC-LL,0.0,
SGE_AU99_99,,0.0,
AIG+,"American International Group, Inc. Warrant expiring January 19, 2021",0.0,
ELS-CL,ELS-CL,0.0,
PL-CL,PL-CL,0.0,
AIB.L,AIB.L,0.0,
ARI-AL,ARI-AL,0.0,
WBS-EL,WBS-EL,0.0,
AFW.L,AFW.L,0.0,
ARH-CL,ARH-CL,0.0,
BML-IL,BML-IL,0.0,
CFC-BL,CFC-BL,0.0,
CLNS-AL,CLNS-AL,0.0,
GS-IL,GS-IL,0.0,
INN-BL,INN-BL,0.0,
KRC-HL,KRC-HL,0.0,
MSCA.L,MSCA.L,0.0,
NLY-AL,NLY-AL,0.0,
PSA-TL,PSA-TL,0.0,
REG-GL,REG-GL,0.0,
RPAI-AL,RPAI-AL,0.0,
VNO-IL,VNO-IL,0.0,
MER-PL,MER-PL,0.0,
NEE-CL,NEE-CL,0.0,
SAN-IL,SAN-IL,0.0,
SOV-CL,SOV-CL,0.0,
AEK.L,AEK.L,0.0,
ASH*,Ashland Global Holdings Inc,0.0,
RBS-HL,RBS-HL,0.0,
RSO-BL,RSO-BL,0.0,
TCF-BL,TCF-BL,0.0,
KWN.L,KWN.L,0.0,
SNV-CL,SNV-CL,0.0,
WFC-JL,WFC-JL,0.0,
.IXY,.IXY,0.0,
.SPHCMSHP,.SPHCMSHP,0.0,
.SPSIBI,.SPSIBI,0.0,
51CC,51信用卡,0.0,
AAAA,AAAA,0.0,
AAZST,AMEX Test Symbol,0.0,
ABA,亚拉巴马电力,0.0,
ABEOW,Abeona Therapeutics Inc. - Warrant,0.0,
ABK,安巴克金融,0.0,
ABP,Abpro Corp,0.0,
ABRN.L,ABRN.L,0.0,
ACA*,"Arcosa, Inc.  When Issued",0.0,
ACCP,Accelerated Pharma Inc,0.0,
ACCPW,"Accelerated Pharma, Inc. Warrant",0.0,
ACERW,Acer Therapeutics Inc. - Warrant,0.0,
ACP.RT,AVENUE INCOME CR STRATEGIES,0.0,
ACS,Affiliated Computer Services,0.0,6.15
ADCN,易传媒,0.0,
ADIN,Adaptive Insights Inc,0.0,
ADXSW,"Advaxis, Inc. - Warrants",0.0,
AEP-A.CL,,0.0,
AFGL,"AFG Holdings, Inc.",0.0,
AFN,AFN,0.0,92.39
AGEND,,0.0,
AGL,AGL能源,0.0,
AGLT,Angel Telecom,0.0,
AGMX,AUTOGENOMICS INC,0.0,
AGU.WD,,0.0,
AH.UN,AH.UN,0.0,
AHL-AL,AHL-AL,0.0,
AHPAW,Avista Healthcare Public Acquisition Corp. - Warrants,0.0,
AHT-EL,AHT-EL,0.0,
AIMCV,Altra Industrial Motion Corp.,0.0,
AIRV,艾尔瓦拉,0.0,
AIS,ANTARES PHARMA INC,0.0,
AIV-V.CL,APARTMENT INVT & MGMT CO,0.0,
AJAX,"Aspen REIT, Inc.",0.0,
AJZST,AMEX Test Symbol,0.0,
ALACR,Alberton Acquisition Corporation,0.0,
ALACW,Alberton Acquisition Corporation,0.0,
ALL.PRC,ALLSTATE CORP,0.0,
ALLI,Allion Healthcare,0.0,
ALTMW,Altus Midstream Company,0.0,
ALV*,"Autoliv, Inc.  Ex-Distribution When Issued",0.0,
ALZH,"Alzheon, Inc.",0.0,
AMBCW,"Ambac Financial Group, Inc. - Warrants",0.0,
AMBX,AMBX,0.0,
AMCI,AMCI Acquisition Corp.,0.0,
AMCIW,AMCI Acquisition Corp.,0.0,
AMCS,阿米卡斯科技,0.0,27.61
AMRHW,"Ameri Holdings, Inc.",0.0,
AMZST,AMEX Test Symbol,0.0,
ANDAR,Andina Acquisition Corp. II - Right,0.0,
ANDAW,Andina Acquisition Corp. II - Warrant,0.0,
ANL,ANL,0.0,
ANTF,蚂蚁金服,0.0,
AOB,AMERICAN ORIENTAL BIOENGR IN,0.0,
APDNW,Applied DNA Sciences Inc - Warrant,0.0,
APTV*,Aptiv PLC,0.0,
APY*,Apergy Corporation,0.0,
AQPX,Aquinox Pharmaceuticals,0.0,
AQZST,NASDAQ Test Symbol,0.0,
ARBR,ArborGen,0.0,
ARCWD,ARC GROUP WORLDWIDE INC,0.0,
ARE-EL,ARE-EL,0.0,
ARS,ALERIS INTL INC,0.0,
ARWAR,Arowana Inc. Rights,0.0,
ARWRD,,0.0,
ARYAW,ARYA Sciences Acquisiton Corp.,0.0,
ASB+,Associated Banc-Corp Warrants,0.0,
